fecha,curso,nivel,precio,precio_competencia,rating_promedio,descuento_pct,clicks,tiempo_browsing,paginas_visitadas,categorias_visitadas,logueado,edad,genero,nivel_educativo,codigo_promocional,referrer,es_feriado,es_domingo,dia_semana,hora,dias_desde_promocion,dispositivo,ventas
2023-04-11,Data Science,Inicial,30.33334729285343,19.894462892353207,3.6915424499700835,11.747899194251952,3,112.80553018919949,3,Liderazgo,0,56.77042828121194,F,Terciario,0,buscador,0,0,1,4,28,Móvil,1
2024-02-21,Data Science,Avanzado,87.47835588201109,100.38496112186726,4.53370399865089,4.702804282746981,3,52.67329879242583,4,Data Science,0,35.27271759850208,M,Posgrado,0,redes,0,0,2,23,18,PC,0
2023-08-16,Finanzas,Intermedio,49.94005803609629,60.58166457315933,3.3405302501980647,3.4574338248345073,6,65.35968977122405,5,Finanzas,0,18.0,F,Terciario,0,competencia,0,0,2,5,27,Móvil,2
2024-03-15,Finanzas,Intermedio,56.84192899207647,50.11348996092382,4.018439929619906,0.9975501013274473,9,34.256256345237595,7,Finanzas,0,41.26078024555291,F,Universitario,0,redes,0,0,4,6,23,Móvil,1
2023-07-04,Finanzas,Intermedio,51.8902467956239,52.824929714687855,4.1025020746303635,8.139343980088052,4,81.48774320979078,12,Finanzas,1,38.6725983318243,M,Universitario,0,youtube,0,0,1,7,20,Móvil,4
2023-05-05,Liderazgo,Avanzado,78.11391768486507,91.6958659137367,4.4628481042402255,12.706856338883659,4,32.260448924038464,5,Data Science,1,58.87043758499023,F,Terciario,0,youtube,0,0,4,14,20,Móvil,1
2023-12-07,Liderazgo,Inicial,31.601340024651062,31.021678075303363,3.459993449799104,20.647828634259014,11,26.08316872977385,4,Liderazgo,0,32.74585232529045,M,Universitario,0,youtube,0,0,3,18,20,PC,1
2023-04-28,Liderazgo,Inicial,30.170518149436187,39.004579989201915,3.576128184460671,33.939771833299936,4,67.05397079468999,4,Data Science,1,27.748483945603592,M,Secundario,0,redes,0,0,4,18,11,PC,2
2023-03-26,Data Science,Avanzado,77.7874169192388,73.07303492158732,3.9155270053333133,1.9442678812664793,4,32.70638386433299,5,Finanzas,1,22.01515224950363,M,Terciario,1,buscador,0,1,6,5,21,PC,3
2023-12-24,Liderazgo,Intermedio,51.16492910055517,40.21537916780484,4.040822157583782,10.174075819408744,6,60.02528518896519,6,Finanzas,0,40.224274973767685,F,Posgrado,0,redes,0,1,6,22,1,Móvil,1
2023-02-26,Data Science,Inicial,32.01843352587137,20.027641654567283,3.381347143625576,4.07151053855999,4,55.50527855332335,5,Finanzas,1,30.121359503179107,F,Universitario,0,correo,0,1,6,6,0,PC,1
2023-07-26,Data Science,Intermedio,37.727325465903256,34.91470922253608,3.9464950966137957,5.972152158852575,4,208.8110353870316,5,Finanzas,0,29.438743688834492,M,Universitario,0,redes,0,0,2,20,19,Móvil,0
2023-04-25,Liderazgo,Intermedio,52.50681792717779,56.889914083097096,3.869613906093715,6.35633493137675,1,179.82631289797206,1,Liderazgo,1,26.966873919916942,F,Universitario,0,buscador,0,0,1,13,7,Móvil,3
2023-11-11,Data Science,Inicial,33.705523983458725,16.133224154574943,3.1164858027613027,8.297027909871943,5,33.22645961358631,4,Finanzas,0,54.00077258375494,M,Secundario,0,redes,0,0,5,23,2,PC,0
2023-06-20,Liderazgo,Inicial,37.2582287119845,56.520677048222794,3.200252957739828,4.384950328003269,3,102.90547788727862,5,Data Science,0,27.877293472083398,M,Universitario,0,buscador,0,0,1,7,15,Móvil,4
2024-01-18,Liderazgo,Intermedio,43.819996886895545,54.497762812270516,3.896534910940918,2.354846370012047,6,28.14146350621228,12,Finanzas,0,39.004479382558344,F,Terciario,0,correo,0,0,3,20,5,Móvil,1
2023-08-19,Finanzas,Inicial,24.912480170564756,30.050499591735715,4.477322344505332,11.89495589409282,4,36.60232775564032,6,Liderazgo,1,36.62236258534923,F,Secundario,0,redes,0,0,5,21,2,Móvil,7
2023-10-09,Liderazgo,Intermedio,51.04636582150422,59.20421001642326,3.6666457836028163,3.2574693036539526,4,60.69493490397461,4,Data Science,0,18.0,M,Posgrado,0,buscador,0,0,0,6,16,Móvil,1
2023-01-05,Finanzas,Avanzado,76.4353702570871,69.95853182847873,3.844146182925445,6.717851933129465,2,91.97124484607693,7,Finanzas,0,54.13245857612772,M,Universitario,0,buscador,0,0,3,22,15,PC,0
2024-06-14,Liderazgo,Inicial,24.05120627597942,9.292639759040927,3.537256463132148,23.70653202313421,3,87.16387439485597,5,Liderazgo,0,18.0,M,Posgrado,0,redes,0,0,4,23,4,Móvil,1
2023-06-17,Liderazgo,Inicial,27.932971823107902,32.031409001943146,3.901533129401455,25.1907764459322,5,63.07332270931527,3,Data Science,1,22.98923470321782,M,Terciario,0,correo,0,0,5,5,6,Móvil,3
2023-11-10,Finanzas,Inicial,28.2008994814856,38.64241272096875,4.0292626829869524,24.731951966952646,5,176.91533895170093,2,Data Science,1,26.920249225454743,M,Terciario,1,correo,1,0,4,11,29,Móvil,1
2023-11-20,Finanzas,Inicial,24.921751876027233,19.983771573304384,3.555496195742886,24.615182132826845,3,77.65971899832496,7,Liderazgo,1,24.74764265714727,F,Terciario,0,otros,0,0,0,17,21,Móvil,0
2024-01-29,Liderazgo,Intermedio,44.88839765909807,35.44663556164147,3.806707680580798,10.606973967110003,4,45.86857568132696,3,Data Science,1,29.709773460771356,M,Universitario,0,buscador,0,0,0,9,27,Móvil,0
2024-05-29,Data Science,Inicial,29.39340606595251,23.97342234506258,3.5858824702071677,1.8809749927509651,3,49.10479866667417,3,Finanzas,0,24.279823898769965,M,Posgrado,0,redes,0,0,2,3,5,PC,1
2023-10-10,Finanzas,Intermedio,42.756862037552,47.56832812856816,4.137730608863397,1.990457760410687,1,45.45385370585468,4,Data Science,1,45.56635980071579,F,Terciario,0,competencia,0,0,1,3,7,PC,1
2023-01-03,Data Science,Inicial,22.67641060491254,28.69585488297917,3.3860580225353973,10.914545642519226,4,30.40353767717085,2,Finanzas,1,37.9089139608565,M,Posgrado,0,otros,0,0,1,7,27,Móvil,0
2023-12-27,Data Science,Inicial,30.357544258227268,48.45766155372306,3.779855503703617,29.02842053385389,3,132.5710083601189,4,Liderazgo,1,25.792755541132006,F,Secundario,0,redes,0,0,2,14,17,Móvil,0
2024-05-15,Data Science,Inicial,37.52821586793989,41.99164999262752,2.9550805633594437,17.00917597259675,5,35.00888412195413,3,Data Science,1,23.633466561857343,M,Universitario,1,competencia,0,0,2,20,0,PC,2
2023-07-25,Finanzas,Inicial,33.665206674394575,25.334618491246566,3.7343014933268353,10.90838027052307,4,194.08527034064906,2,Liderazgo,0,26.350696906434486,M,Posgrado,0,correo,0,0,1,11,23,Móvil,0
2023-02-15,Data Science,Inicial,36.11309320262741,33.139259204143556,3.664814172268892,17.770603062887776,1,41.060685806054984,9,Data Science,1,22.94789593319001,F,Universitario,0,redes,0,0,2,18,27,Móvil,1
2023-09-19,Finanzas,Inicial,20.974698674324593,10.502578798733548,3.894358470994614,21.321473114027615,4,93.9429669007041,1,Data Science,1,20.01051503267271,M,Terciario,0,redes,0,0,1,8,7,PC,2
2023-12-21,Data Science,Avanzado,72.95699617503618,84.0255726778798,4.104998269766404,4.275156364643778,5,56.204198256132514,3,Data Science,1,41.35416470710334,M,Terciario,0,redes,0,0,3,6,2,PC,1
2023-04-12,Liderazgo,Intermedio,50.053250916698616,38.901366022534596,3.3497669842877635,3.821121511482224,5,29.27508903574326,4,Data Science,1,28.098419419517754,F,Terciario,1,buscador,0,0,2,1,1,Móvil,2
2024-04-28,Liderazgo,Inicial,34.18111017811442,28.52590102531169,3.5640774018431913,23.804299753299283,4,127.89605962955874,5,Data Science,0,35.95100328613376,M,Universitario,0,youtube,0,1,6,19,29,Móvil,3
2023-10-21,Finanzas,Inicial,33.19021936248349,38.00450339544845,3.7450934605685733,19.21787310163754,3,97.13992854888419,5,Data Science,1,32.65035452959665,M,Posgrado,1,buscador,0,0,5,0,15,PC,1
2024-03-06,Liderazgo,Inicial,23.27917432209729,39.232128392882416,3.579906247862838,10.893529525230681,3,16.336383909098263,10,Finanzas,1,46.49581331658449,M,Secundario,0,redes,0,0,2,6,20,PC,0
2023-03-06,Liderazgo,Inicial,35.678535124882295,64.24043699984259,3.0680286674554837,29.96975914269281,2,3.7104771711547837,7,Finanzas,0,40.95327088588007,F,Universitario,0,otros,0,0,0,18,23,PC,2
2023-01-29,Data Science,Inicial,29.593256440444062,16.18953103089315,3.5669593869613268,8.031023277252995,3,98.65118733585302,12,Liderazgo,0,35.61728589641829,F,Terciario,0,buscador,0,1,6,13,27,Móvil,1
2024-05-19,Finanzas,Inicial,33.88863866181261,40.264634970022534,3.6553407115651875,14.014230961852679,11,21.961232761180987,6,Liderazgo,1,54.953507780201335,M,Secundario,1,competencia,0,1,6,12,8,PC,2
2023-08-18,Data Science,Inicial,26.97461221235089,26.744527362089965,3.578110573487389,29.19117343177719,6,76.38080957641351,6,Data Science,0,24.948530409573568,M,Universitario,0,youtube,0,0,4,6,6,PC,1
2024-06-23,Data Science,Inicial,22.281311563399363,19.788345433123844,2.6005998922455746,2.8600733016515445,2,91.5935531153242,2,Liderazgo,1,30.12278327000712,Otro,Secundario,1,buscador,1,1,6,4,21,Móvil,2
2024-05-26,Data Science,Inicial,34.229225773632635,31.4004470875328,3.354248428311717,23.894457123975464,3,55.1091826473513,5,Finanzas,0,38.531223662279594,M,Secundario,0,youtube,0,1,6,14,17,Móvil,1
2023-07-07,Data Science,Inicial,32.34823442900162,20.001539481190584,3.1213570621966573,6.353888917279177,4,43.37267662848213,2,Data Science,1,40.44331854872453,F,Secundario,0,otros,1,0,4,3,3,PC,5
2024-05-08,Data Science,Intermedio,43.77187825206845,60.43986789936088,3.6703612615893793,11.536642167605919,3,10.544963423740622,9,Data Science,0,23.21292626926593,F,Terciario,0,competencia,0,0,2,7,20,Móvil,0
2024-01-28,Data Science,Inicial,26.65913641404223,5.849751367810889,3.1245771105718454,14.167606233357146,7,61.096210178418694,6,Finanzas,1,31.660853745146664,F,Terciario,0,buscador,0,1,6,5,2,Móvil,0
2023-07-27,Data Science,Inicial,33.43043563057098,31.95433418680975,3.112717501363903,7.679932687791959,4,143.00879391354005,3,Data Science,1,32.22210294624099,F,Posgrado,0,buscador,0,0,3,9,26,PC,1
2024-04-15,Finanzas,Intermedio,51.030178040532036,66.00392001988243,4.132173481560066,5.355892916331435,3,28.46153889750767,5,Liderazgo,1,55.30579679364953,M,Universitario,0,otros,0,0,0,14,21,Móvil,1
2024-04-28,Liderazgo,Avanzado,82.50846085655073,84.77931078830059,4.148918436347717,12.0066905324592,7,162.46782708931792,4,Liderazgo,0,38.62337048543387,M,Terciario,0,buscador,1,1,6,2,4,Móvil,1
2024-03-16,Data Science,Avanzado,77.37823305396299,70.6753038261406,4.2478310101793175,2.4076973471662084,4,38.98908602934436,1,Data Science,1,42.8074044501616,F,Universitario,0,youtube,0,0,5,5,26,PC,1
2023-01-18,Data Science,Intermedio,57.1156345755079,50.818202882788135,3.5288236564220172,0.29516752849180183,3,59.73967829553315,2,Liderazgo,0,28.114972818490408,F,Terciario,0,youtube,0,0,2,8,15,Móvil,0
2024-02-08,Data Science,Inicial,29.44424774917809,38.23734572411504,3.5560253605510272,17.706385673062574,4,47.843154783851546,4,Data Science,1,24.495401824945112,F,Terciario,0,otros,1,0,3,21,2,PC,2
2024-02-16,Data Science,Intermedio,38.162711434812394,35.10504127344128,3.508523710094046,6.066000782786603,6,34.76047619064233,2,Finanzas,0,27.762456501394098,M,Posgrado,0,buscador,0,0,4,13,1,PC,0
2023-03-31,Data Science,Intermedio,50.5346946994421,50.21427658775293,3.747929804712494,1.315266790252493,4,133.06149280517846,4,Data Science,0,37.478490229810994,F,Terciario,0,correo,0,0,4,20,2,Móvil,0
2023-05-31,Data Science,Inicial,33.024713635847704,39.2467418220228,3.361780504730487,16.11309452858246,4,149.12666154389422,5,Data Science,1,46.75207044686231,M,Secundario,0,correo,0,0,2,10,4,PC,2
2023-03-13,Liderazgo,Intermedio,51.48538353250789,60.78731169625229,3.4017237639648696,4.101637236877994,4,18.579750356158378,8,Finanzas,0,18.0,F,Secundario,0,competencia,0,0,0,14,3,PC,1
2024-06-18,Liderazgo,Avanzado,77.86681947723272,72.28584230703201,3.8866146722305603,4.566422621983295,5,145.0479675956749,3,Data Science,1,51.80900747832714,M,Terciario,0,buscador,0,0,1,18,6,Móvil,3
2024-06-20,Data Science,Inicial,20.23140664219467,6.574953186052799,3.5584589522910797,3.5419172756973665,7,83.76220928442083,2,Liderazgo,0,40.86347313960712,M,Universitario,0,redes,0,0,3,23,26,PC,2
2024-03-01,Liderazgo,Inicial,26.750135989930246,16.72150384434795,3.19992512208092,35.130638382415,3,54.087506419799944,6,Finanzas,1,42.01042506032863,F,Posgrado,0,competencia,0,0,4,12,22,PC,1
2023-11-08,Finanzas,Inicial,27.222244308075286,41.03217423666891,3.598098131557298,30.882204639478054,4,25.25178807178754,7,Data Science,0,41.34172907690684,M,Terciario,0,correo,0,0,2,8,18,PC,3
2023-09-09,Data Science,Inicial,26.704044996526942,27.388816755784482,3.0290320609497665,12.1146098562102,5,180.67464689351578,6,Finanzas,0,27.938255576003744,M,Terciario,0,buscador,0,0,5,6,10,PC,1
2023-09-22,Finanzas,Inicial,33.05981827203797,20.56793924680929,3.5910756790436924,11.698995908863273,7,61.9669376935824,5,Data Science,1,30.722052609095574,F,Posgrado,1,buscador,1,0,4,19,0,PC,0
2023-12-25,Finanzas,Intermedio,48.33288478299592,38.99927429561813,3.8773067328402195,9.207849428310631,7,30.23910436063305,4,Liderazgo,1,38.80456767110379,M,Universitario,0,buscador,1,0,0,17,1,PC,1
2023-05-22,Data Science,Intermedio,56.90837552784547,68.55348338910566,3.7966641942222,4.867627922791798,2,59.863782833724365,1,Liderazgo,1,29.501241986093525,M,Secundario,0,correo,0,0,0,10,7,Móvil,0
2023-10-20,Liderazgo,Inicial,28.872201276527882,29.740402119320834,3.596914241232379,12.908272195430222,5,73.71579648158922,3,Liderazgo,0,34.34096733556147,F,Terciario,0,buscador,0,0,4,1,2,Móvil,1
2023-09-28,Finanzas,Avanzado,86.07942094066799,69.33198461728618,3.5931897000126587,4.573401271152355,2,51.60994444221095,9,Data Science,1,25.36288080449498,M,Secundario,0,buscador,0,0,3,12,6,PC,3
2023-04-17,Data Science,Inicial,31.072324997168685,20.05087027410157,3.51688407505977,23.587715704376603,1,33.66451406615989,4,Data Science,0,39.72824887711565,F,Universitario,0,redes,0,0,0,18,15,Móvil,3
2024-02-16,Finanzas,Inicial,31.31905947664951,42.847730620253856,3.1611090069499213,20.483567485490397,5,41.407872868785034,5,Data Science,0,30.591399815343603,M,Universitario,0,competencia,0,0,4,0,25,PC,0
2024-02-06,Finanzas,Intermedio,46.58567553917113,40.9073653347148,3.576655302053916,2.307663452951681,4,43.075620828569825,8,Data Science,1,27.952170473662612,F,Universitario,0,redes,0,0,1,11,9,Móvil,0
2023-08-28,Finanzas,Intermedio,43.24683120770496,64.19480906486359,3.981624924793717,3.2810467150788547,5,127.37535486610811,3,Data Science,0,23.743997686496538,M,Secundario,0,correo,1,0,0,4,9,Móvil,0
2024-04-11,Finanzas,Intermedio,49.63336622894963,68.78791228216708,3.4050040645893347,6.539207089907592,6,138.0978400371382,11,Liderazgo,1,25.34947766268269,M,Universitario,1,correo,0,0,3,9,21,PC,2
2023-05-25,Liderazgo,Avanzado,88.43423342626082,103.32979749369035,3.8830398015510212,9.644808267408814,2,50.28797624436333,5,Finanzas,0,18.796665851499885,F,Universitario,0,buscador,0,0,3,1,6,Móvil,1
2024-01-19,Finanzas,Intermedio,47.706514592956594,52.68851239569749,3.657001596431211,4.010272449351131,5,155.24667608818564,7,Finanzas,1,36.23134035330533,F,Terciario,0,buscador,0,0,4,11,1,Móvil,2
2024-01-09,Finanzas,Avanzado,76.91314798816273,87.24358045091341,3.9916797045862995,1.8844102592343632,0,20.60123415940562,4,Data Science,0,26.018836644278267,M,Universitario,0,youtube,0,0,1,2,24,PC,0
2023-12-09,Finanzas,Inicial,29.14040085221461,28.582318817856926,3.776887635971488,25.35052500752476,5,31.659594456713613,5,Data Science,1,31.576032651495975,F,Secundario,0,competencia,0,0,5,12,1,PC,1
2024-03-23,Liderazgo,Intermedio,58.84093972021405,58.54226238753951,3.75957288041922,10.956421337629,2,118.13187911713537,7,Liderazgo,1,44.15149202501282,M,Universitario,0,buscador,0,0,5,23,12,PC,2
2024-03-26,Finanzas,Avanzado,83.93468482863791,71.93375147933192,4.1648068272559,3.324771533466669,6,104.98683907366414,6,Liderazgo,0,30.80140457200044,F,Terciario,0,buscador,0,0,1,17,0,Móvil,1
2023-02-03,Finanzas,Intermedio,56.071314631039144,55.62537167717451,3.8333049360067695,8.545226340671652,7,138.35437205991786,9,Liderazgo,0,30.423002914344817,F,Terciario,0,correo,0,0,4,2,10,PC,0
2024-01-31,Liderazgo,Inicial,20.09830402623938,7.412742031821965,3.207406874157993,8.170631745177218,2,83.07750772732292,3,Liderazgo,1,31.492908357417583,F,Terciario,1,redes,0,0,2,3,20,PC,1
2023-03-04,Liderazgo,Intermedio,45.87684725405551,45.93933408127976,4.00643188309636,10.033672871863008,9,67.44717069483642,4,Finanzas,0,34.92655600185606,M,Posgrado,0,correo,0,0,5,12,1,PC,1
2023-04-05,Liderazgo,Intermedio,46.05032911359098,33.93974394011198,3.8457472398847328,11.18850659952238,3,25.792069419062855,4,Liderazgo,1,27.322940966561085,M,Terciario,0,otros,0,0,2,17,13,Móvil,1
2024-05-14,Finanzas,Inicial,35.68043759868126,26.995118657312258,3.203968263124996,17.789899078124773,2,88.70543834638832,6,Finanzas,1,40.520533357010045,M,Universitario,0,buscador,0,0,1,6,3,PC,2
2023-02-20,Liderazgo,Avanzado,83.29940013833331,57.750469440954625,4.359101695067489,13.18990611511163,4,12.299538458533368,4,Finanzas,1,33.30072506067138,F,Posgrado,1,correo,0,0,0,20,4,Móvil,2
2023-05-03,Liderazgo,Inicial,35.279454363046945,27.452806630309574,3.881283687548305,13.645965024496613,4,140.88592178251753,3,Data Science,0,26.5712274848012,M,Universitario,0,buscador,0,0,2,7,2,Móvil,0
2024-03-17,Finanzas,Inicial,20.622060003461865,13.424883047342117,3.2325793687035786,4.632869873494945,4,63.54562321836242,3,Liderazgo,0,28.56972254136809,M,Universitario,0,otros,0,1,6,16,11,Móvil,0
2023-04-20,Liderazgo,Avanzado,85.55169002081416,82.46184212544529,4.51354821831575,8.691559483659034,6,89.645808542026,3,Data Science,1,43.429833949649854,Otro,Universitario,0,buscador,1,0,3,18,0,PC,2
2024-03-05,Finanzas,Inicial,33.29663194818689,45.20302098975734,3.501201539415596,3.205696098306266,8,72.05846757149287,2,Data Science,1,25.425747606220646,M,Terciario,1,competencia,0,0,1,2,5,PC,0
2024-05-13,Data Science,Inicial,25.379530764829074,24.85211979295832,3.4792720776037283,34.99321604418334,3,30.31074102738153,2,Data Science,0,36.19989852319602,F,Universitario,0,redes,0,0,0,8,18,PC,1
2024-02-18,Liderazgo,Intermedio,49.0153738676041,58.29634167636826,4.398947458528539,11.131233337691562,5,85.99715936448105,6,Data Science,0,36.77961533539646,M,Secundario,0,redes,0,1,6,22,22,PC,1
2023-12-09,Data Science,Intermedio,45.53206911143917,55.219007784389554,3.9513096116715,2.4314367814138116,5,109.24146756496118,6,Finanzas,0,21.249573019522263,M,Posgrado,0,redes,1,0,5,9,22,PC,0
2024-05-30,Finanzas,Inicial,29.51695642695062,43.61769380774075,3.512983998499114,4.072385237204425,6,101.59357149058303,6,Finanzas,0,18.0,M,Secundario,0,correo,0,0,3,16,9,PC,2
2023-10-29,Liderazgo,Avanzado,82.24677745980678,73.18712108337061,3.747624021541642,5.702001988729023,2,35.63480762855479,8,Liderazgo,0,28.770894311003946,F,Secundario,0,redes,0,1,6,16,8,Móvil,5
2023-03-24,Finanzas,Intermedio,57.02109784075443,45.20182387909951,3.9977305433392685,5.258927147759177,5,49.6861076609756,10,Finanzas,0,40.05502579569868,F,Posgrado,0,youtube,0,0,4,21,0,Móvil,1
2023-05-04,Data Science,Intermedio,45.302903233155185,44.138004712596086,3.794583084510764,4.383448894958351,2,98.8959817112399,6,Data Science,1,18.0,F,Universitario,0,correo,0,0,3,18,7,PC,0
2023-11-09,Finanzas,Intermedio,47.65391875898871,37.230516249656155,3.6884576011022183,3.3608853137502717,6,240.8555099602483,5,Liderazgo,0,23.27523531130583,F,Terciario,0,youtube,1,0,3,15,6,Móvil,1
2023-07-09,Liderazgo,Intermedio,44.4853538935963,42.187870110915966,3.6889389732372626,7.574879470368774,3,70.42059594097097,3,Data Science,0,38.7250422053843,F,Terciario,0,correo,0,1,6,16,1,PC,4
2023-05-27,Liderazgo,Inicial,33.832817006567296,24.33751391344272,3.5359352703138462,27.132329263071597,7,53.13012761831648,7,Liderazgo,1,21.31383434559416,F,Terciario,0,otros,0,0,5,22,2,PC,0
2023-11-16,Data Science,Inicial,22.122092461278005,9.930745248965023,3.4928302270788545,15.416929106762563,6,103.54308034313074,1,Data Science,1,42.22921152878078,F,Secundario,1,correo,0,0,3,15,17,PC,1
2024-01-02,Finanzas,Intermedio,50.88506931205527,54.43912100899674,3.4243247033746997,12.857080819854762,7,34.301000852666576,6,Finanzas,0,58.509309297831486,F,Terciario,0,buscador,0,0,1,12,25,PC,0
2023-04-08,Liderazgo,Avanzado,73.87106005224155,92.52221854615951,4.04927972902485,0.7543696673706062,5,71.6779507412885,6,Finanzas,1,23.84556233889922,M,Secundario,1,correo,0,0,5,7,1,PC,2
2023-03-22,Data Science,Inicial,30.229059674506345,27.726602644627533,3.577322993183578,36.34241032870004,2,87.24457044825454,6,Finanzas,1,46.725775757070316,Otro,Secundario,1,buscador,0,0,2,3,22,Móvil,1
2023-12-30,Liderazgo,Intermedio,55.77955862972116,58.55211987401276,3.6192295782291275,7.286388791622508,5,21.29765930001908,3,Data Science,1,35.27915271684355,Otro,Terciario,0,competencia,0,0,5,1,8,PC,2
2023-04-10,Liderazgo,Avanzado,77.44368617937656,78.09352528815346,4.0454636178876715,7.574084558791206,6,17.777116148210837,7,Finanzas,0,24.080959241516613,M,Terciario,0,redes,0,0,0,20,3,Móvil,2
2023-01-15,Finanzas,Inicial,31.104350203996947,30.75953324196437,2.985806823757203,34.217657474374256,5,76.78814492851822,6,Data Science,0,47.92625275170018,M,Universitario,0,competencia,0,1,6,1,2,PC,1
2023-06-22,Liderazgo,Inicial,25.534168946684225,39.823764270739204,3.610660532495456,29.383183254848934,5,74.93487437668063,7,Data Science,1,36.06770604738056,F,Posgrado,0,youtube,0,0,3,22,1,PC,3
